-5.52801 0
-5.52845 0.00030775
-5.52914 0.000604275
-5.52898 0.000474111
-5.52863 0.000494864
-5.52856 0.00041723
-5.5291 0.000619738
-5.52994 0.000950828
-5.53049 0.000994368
-5.53063 0.000903563
-5.53044 0.000841177
-5.53069 0.000807938
-5.53098 0.000797126
-5.53108 0.000746528
-5.53101 0.000700278
-5.53068 0.000730488
-5.53061 0.000690406
-5.53065 0.000652872
-5.5305 0.000634786
-5.53052 0.000603268
-5.5304 0.000585871
-5.53037 0.000559944
-5.53033 0.000537471
-5.53028 0.000516824
-5.53029 0.000496212
-5.53044 0.000500584
-5.53051 0.000485933
-5.53052 0.000468781
-5.53056 0.000454039
-5.53066 0.00045147
-5.53074 0.000443014
-5.53079 0.00043264
-5.5307 0.00043024
-5.53061 0.000426754
-5.53057 0.000416404
-5.53056 0.000404868
-5.53057 0.000393954
-5.53061 0.000386016
-5.53056 0.000379965
-5.53055 0.000370526
-5.53045 0.000376158
-5.53036 0.000376341
-5.53031 0.000370828
-5.53033 0.000362884
-5.53032 0.000355128
-5.53035 0.000349119
-5.53037 0.000342067
-5.53039 0.000335507
-5.53036 0.000329439
-5.53037 0.000322861
-5.53035 0.00031678
-5.53036 0.000310798
-5.53039 0.000306219
-5.53039 0.000300555
-5.53039 0.000295098
-5.53044 0.000293388
-5.53046 0.000288839
-5.53046 0.000283888
-5.53044 0.000280184
-5.53045 0.000275952
-5.53044 0.000271682
-5.53045 0.000267525
-5.53046 0.000263386
-5.53046 0.00025928
-5.53046 0.000255291
-5.53048 0.000251942
-5.5305 0.000249143
-5.53052 0.0002467
-5.53053 0.000243322
-5.53054 0.000240161
-5.53059 0.000241096
-5.5306 0.000237868
-5.53058 0.000235569
-5.53056 0.00023319
-5.53058 0.000231327
-5.53061 0.000229804
-5.53061 0.00022687
-5.53057 0.000227138
-5.53058 0.000224376
-5.53056 0.000222631
-5.53053 0.000222022
-5.53053 0.000219325
-5.53054 0.000216764
-5.53057 0.00021696
-5.53056 0.000215018
-5.53055 0.000212728
-5.53054 0.000210303
-5.53053 0.000208166
-5.53055 0.000206776
-5.53058 0.000205679
-5.53055 0.000204782
-5.53053 0.000204247
-5.53052 0.000202158
-5.53051 0.000200091
-5.5305 0.000198729
-5.53052 0.000197745
-5.53053 0.000195915
-5.53052 0.000194172
-5.5305 0.000192586
-5.53047 0.000193844
