0.979571   -0.201099
0.681447   -0.731868
0.434594   -0.900627
-0.797989   0.602672
-0.765409   0.643544
-0.649625   0.760255
-0.6107   0.791862
-0.634435   0.772976
-0.213336   -0.976979
0.0688521   -0.997627
0.756335   -0.654184
0.96093   -0.276792
-0.0416721   0.999131
-0.368861   0.929485
-0.992882   0.119103
-0.990009   0.141004
-0.944501   0.328508
-0.991634   -0.129084
-0.933335   0.359006
-0.991912   -0.126931
-0.817322   -0.576181
-0.654772   -0.755826
-0.844807   -0.535071
-0.833117   0.553096
-0.908857   0.417108
-0.907115   0.420882
0.460326   0.88775
0.79208   0.610418
0.909871   0.414891
0.887149   0.461482
0.939962   0.341279
0.897058   0.441913
0.979571   -0.201099
