0.675147	-nan
0.589795	0.085352
0.564479	0.0554008
0.54647	0.0431154
0.537963	0.0344636
0.531791	0.0288083
0.526251	0.0249697
0.522342	0.0219749
0.520985	0.0194275
0.518356	0.0175743
0.516648	0.015988
0.514562	0.0147433
0.513342	0.0136166
0.512284	0.0126509
0.510939	0.0118538
0.510843	0.0110886
0.510341	0.0104281
0.509924	0.00984052
0.509454	0.00932004
0.50892	0.00885787
0.508616	0.00843101
0.508099	0.00805523
0.507234	0.00774555
0.507427	0.00741832
0.506767	0.00714601
0.507003	0.00686972
0.506593	0.0066231
0.506198	0.00639439
0.505997	0.00617321
0.505374	0.00599634
0.50528	0.00580046
0.504938	0.00562663
0.504937	0.00545346
0.504058	0.00536309
0.503876	0.00521079
0.503983	0.00506511
0.504318	0.00493768
0.504532	0.00481076
0.504133	0.00470277
0.504122	0.00458371
0.503711	0.00448938
0.503452	0.00438885
0.503308	0.004288
0.503662	0.00420437
0.503614	0.00411016
0.503754	0.00402223
0.503903	0.00393854
0.503883	0.00385567
0.503794	0.00377721
0.503975	0.00370535
0.503807	0.00363589
0.503435	0.00358456
0.503486	0.00351664
0.503281	0.00345694
0.503262	0.00339356
0.503153	0.0033342
0.502972	0.00328018
0.50283	0.00322625
0.502578	0.00318104
0.502754	0.00313247
0.50262	0.00308357
0.502592	0.00303356
0.50258	0.00298504
0.502662	0.00293919
0.502975	0.00291047
0.502941	0.00286624
0.502878	0.00282383
0.503131	0.00279342
0.503071	0.00275328
0.50303	0.00271398
0.503227	0.00268269
0.503181	0.00264556
0.503032	0.00261334
0.503064	0.00257798
0.503047	0.00254342
0.503222	0.0025158
0.503106	0.00248563
0.50319	0.00245499
0.503066	0.00242689
0.503141	0.00239755
0.502994	0.00237237
0.5029	0.00234512
0.502884	0.00231675
0.502957	0.00229018
0.502855	0.0022654
0.502869	0.00223894
0.502952	0.00221462
0.502902	0.00218988
0.502872	0.00216534
0.502761	0.00214402
0.502801	0.00212071
0.502943	0.00210232
0.502887	0.00208032
0.502834	0.00205877
0.502817	0.00203706
0.50261	0.00202633
0.50254	0.00200655
0.502561	0.00198609
0.502653	0.00196806
0.502575	0.00194982
