5.18945 0
5.2943 0.104852
5.3066 0.061772
5.20592 0.109742
5.25743 0.0993922
5.22886 0.086034
5.08234 0.16357
5.09332 0.14208
5.13374 0.131662
5.07424 0.131941
4.99764 0.141814
4.94727 0.138912
4.99737 0.137251
5.01713 0.128598
5.01215 0.119822
4.9966 0.113157
5.03364 0.112561
5.00676 0.109475
5.03775 0.108092
5.03729 0.102546
5.10573 0.119161
5.07031 0.119011
5.08868 0.115193
5.0897 0.110294
5.08332 0.105983
5.08401 0.101827
5.09443 0.0985355
5.08231 0.0957212
5.05723 0.0957059
5.06422 0.092724
5.05395 0.0902688
5.04299 0.0880865
5.02737 0.086794
4.99509 0.0901751
4.98466 0.0881801
4.97556 0.086177
4.95453 0.0864148
4.97671 0.0869842
4.9546 0.0875618
4.95221 0.085378
4.96123 0.0837566
4.95992 0.0817486
4.94625 0.0809872
4.94454 0.0791436
4.94063 0.0774637
4.93431 0.0760238
4.93286 0.074403
4.95049 0.0749394
4.93543 0.0749231
4.9317 0.0735038
4.92747 0.0721722
4.92476 0.0708226
4.93088 0.0697422
4.94445 0.0697705
4.94111 0.0685715
4.93218 0.0679247
4.94045 0.0672321
4.94695 0.0663821
4.94743 0.0652491
4.96337 0.0661052
4.96051 0.0650756
4.95851 0.0640487
4.96651 0.0635303
4.97578 0.0632124
4.96967 0.0625313
4.98621 0.0637597
4.9879 0.0628236
4.99701 0.0625588
4.98417 0.0629686
4.97856 0.0623158
4.97206 0.0617741
4.98086 0.0615425
4.98751 0.0610572
4.97496 0.0615204
4.97122 0.0608101
4.97216 0.0600121
4.97217 0.0592276
4.97023 0.0584953
4.97222 0.0577843
4.97621 0.0571971
4.97912 0.0565612
4.9757 0.0559715
4.98348 0.0558372
4.98287 0.0551718
4.98565 0.0545898
4.98315 0.0540094
4.98838 0.0536403
4.98387 0.0532183
4.98046 0.0527276
4.98613 0.0524468
4.97835 0.0524477
4.97146 0.0523303
4.97469 0.0518651
4.96954 0.0515678
4.98337 0.0528623
4.97974 0.0524347
4.98737 0.0524494
4.98838 0.0519213
4.99152 0.0514898
4.99965 0.0516171
