-0.398143   -0.813625
-0.659377   -0.852866
-0.863525   -0.47449
-0.826986   -0.393301
-0.765944   -0.459007
-0.435801   -0.334113
-0.725997   -0.27573
-0.780483   -0.182533
-0.558721   0.515688
-0.717801   0.682219
-0.964936   0.652182
-0.857407   0.951119
-0.328332   0.720014
0.0504844   0.370835
0.142667   0.670594
0.11104   0.714886
0.971037   0.975116
0.975785   0.409842
0.769817   0.370086
0.829103   0.204606
0.749634   0.0870089
0.496729   0.267024
0.275134   0.0913354
0.22207   -0.115607
0.105741   -0.29296
0.39493   -0.17246
0.429283   -0.196669
0.926837   -0.468566
0.940018   -0.705857
0.660846   -0.999235
0.339218   -0.975593
0.29029   -0.757443
-0.398143   -0.813625
